EPISODE_ID,EVENT_ID,EVENT_TYPE,EPISODE_NARRATIVE,EVENT_NARRATIVE,YEAR,text,group_id,labels
164925,995784,Winter Storm,Rain changed over to a prolonged heavy snow event February 2nd into February 3rd. Total snow accumulations ranged between 7 and 14 inches creating significant impacts to travel and commerce.,"Rain changed over to snow during the late morning hours of February 2nd, with periods of moderate to heavy snow continuing through the late evening hours of February 3rd. Winds also picked up on February 3rd which led to significant blowing and drifting. There was a report of 12.6 inches of total snow accumulation at Wauseon, with 10 to 14 inches common across the county. There were slide-offs and accidents across the area, with school and several businesses closed due to the heavy snow and blowing snow.",2022,"Episode context: Rain changed over to a prolonged heavy snow event February 2nd into February 3rd. Total snow accumulations ranged between 7 and 14 inches creating significant impacts to travel and commerce. Event report: Rain changed over to snow during the late morning hours of February 2nd, with periods of moderate to heavy snow continuing through the late evening hours of February 3rd. Winds also picked up on February 3rd which led to significant blowing and drifting. There was a report of 12.6 inches of total snow accumulation at Wauseon, with 10 to 14 inches common across the county. There were slide-offs and accidents across the area, with school and several businesses closed due to the heavy snow and blowing snow.",episode_164925,7
160869,975698,Flash Flood,"Slow-moving thunderstorms trained over Rensselaer County during the afternoon of the 14th, resulting in a bullseye of 2-5 of rainfall over two to three hours over central and southern portions of the county. The runoff from the rainfall washed out or destroyed numerous roads and bridges, some of which would take weeks to months to reconstruct. Damages to roads and bridges totaled around $3 million, according to county officials. The Rensselaer County Executive declared a state of emergency and urged no unnecessary travel after the storms. Governor Hochul requested a Physical Disaster Declaration from the Small Business Administration, citing major damage to 18 homes and 9 businesses totaling $1.895 million, and minor damage to 281 homes and 14 businesses totaling $2.3 million. Some flash flooding extended into the northern portion of Columbia County as well. Some of the storms also produced wind damage with reports of trees and wires down.","There was a significant amount of flood damage to the northern portion of the Town of Nassau. Several roads were closed, including Burden Lake Road and Nassau-Averill Park Road. Route 66 was closed due to debris over the road at Pike's Pond.",2021,"Episode context: Slow-moving thunderstorms trained over Rensselaer County during the afternoon of the 14th, resulting in a bullseye of 2-5 of rainfall over two to three hours over central and southern portions of the county. The runoff from the rainfall washed out or destroyed numerous roads and bridges, some of which would take weeks to months to reconstruct. Damages to roads and bridges totaled around $3 million, according to county officials. The Rensselaer County Executive declared a state of emergency and urged no unnecessary travel after the storms. Governor Hochul requested a Physical Disaster Declaration from the Small Business Administration, citing major damage to 18 homes and 9 businesses totaling $1.895 million, and minor damage to 281 homes and 14 businesses totaling $2.3 million. Some flash flooding extended into the northern portion of Columbia County as well. Some of the storms also produced wind damage with reports of trees and wires down. Event report: There was a significant amount of flood damage to the northern portion of the Town of Nassau. Several roads were closed, including Burden Lake Road and Nassau-Averill Park Road. Route 66 was closed due to debris over the road at Pike's Pond.",episode_160869,1
137237,823735,Hail,"Another day of long-lived widespread severe weather was observed on the South Plains of West Texas on the afternoon and evening of the 23rd. The first report of severe weather was received at 1518 CST with the final report at 2309 CST. A persistent long wave trough over the western United States remained in place with a dryline moving into the South Plains in the afternoon. Numerous thunderstorms developed east of the dryline and took advantage of strong shear and instability and rapidly became severe. Most reports consisted of large hail with the largest report of baseball size hail near Shallowater (Lubbock County). Despite the strong shear and low cloud bases, only one report was received of a tornado. A brief anticyclonic tornado was observed west of Brownfield (Terry County). Additionally, very heavy rainfall caused flooding in portions of the southwestern part of the city of Lubbock (Lubbock County).",A NWS cooperative weather observer reported quarter size hail. No damage was reported.,2019,"Episode context: Another day of long-lived widespread severe weather was observed on the South Plains of West Texas on the afternoon and evening of the 23rd. The first report of severe weather was received at 1518 CST with the final report at 2309 CST. A persistent long wave trough over the western United States remained in place with a dryline moving into the South Plains in the afternoon. Numerous thunderstorms developed east of the dryline and took advantage of strong shear and instability and rapidly became severe. Most reports consisted of large hail with the largest report of baseball size hail near Shallowater (Lubbock County). Despite the strong shear and low cloud bases, only one report was received of a tornado. A brief anticyclonic tornado was observed west of Brownfield (Terry County). Additionally, very heavy rainfall caused flooding in portions of the southwestern part of the city of Lubbock (Lubbock County). Event report: A NWS cooperative weather observer reported quarter size hail. No damage was reported.",episode_137237,3
152628,926135,Flash Flood,"During the afternoon and evening of October 10th, as the remnants of Hurricane Delta passed northwest of Georgia, moisture from the Gulf of Mexico spread across the area.  Several weak tornadoes occurred in north and central Georgia in addition to pockets of heavy rainfall and flooding across the Atlanta metropolitan area and portions of northeast Georgia.","The Emergency Manager reported that Hensley Road was washed out due to high water conditions on Candler Creek. Radar estimates indicate that 6 to 10 inches of rain occurred in the area, resulting in the flash flooding.",2020,"Episode context: During the afternoon and evening of October 10th, as the remnants of Hurricane Delta passed northwest of Georgia, moisture from the Gulf of Mexico spread across the area. Several weak tornadoes occurred in north and central Georgia in addition to pockets of heavy rainfall and flooding across the Atlanta metropolitan area and portions of northeast Georgia. Event report: The Emergency Manager reported that Hensley Road was washed out due to high water conditions on Candler Creek. Radar estimates indicate that 6 to 10 inches of rain occurred in the area, resulting in the flash flooding.",episode_152628,1
160656,973417,Drought,"The weather pattern through this mid-summer period continued to favor a strong ridge of hot high pressure over the western United States, and directed most storm systems well away from northeast Montana locations. Drought conditions showed very little or no improvement through the month of July.","To start the month of July, ongoing drought conditions (D3-Extreme) were in place across all of Eastern Roosevelt County.  In the second week, the far eastern portion near the state line improved to D2-Severe.  In the third week, the far southeastern portion returned to D3-Extreme drought.  These conditions then continued through the end of the month.",2021,"Episode context: The weather pattern through this mid-summer period continued to favor a strong ridge of hot high pressure over the western United States, and directed most storm systems well away from northeast Montana locations. Drought conditions showed very little or no improvement through the month of July. Event report: To start the month of July, ongoing drought conditions (D3-Extreme) were in place across all of Eastern Roosevelt County. In the second week, the far eastern portion near the state line improved to D2-Severe. In the third week, the far southeastern portion returned to D3-Extreme drought. These conditions then continued through the end of the month.",episode_160656,0
179879,1098670,Hail,Early to mid evening thunderstorms produced numerous reports of large hail.,Slightly larger than quarter sized hail was observed.,2023,Episode context: Early to mid evening thunderstorms produced numerous reports of large hail. Event report: Slightly larger than quarter sized hail was observed.,episode_179879,3
123129,738291,Winter Storm,"A quick moving winter storm brought heavy snowfall across portions of central and east central Minnesota, and into west central Wisconsin from late Friday evening, March 30th, to around sunrise, Saturday, March 31st. ||Snow began to develop across western Minnesota during the evening of March 30th, and quickly intensified from west of the Twin Cities, then through the Twin Cities, and northeast across west central Wisconsin. Several rounds of 1 inch per hour rates were noted in west central Wisconsin between midnight and 6 am.  Areas from Osceola to Rice Lake to Ladysmith received 6 to 8 inches of snow before tapering off quickly after sunrise. ||Some of the higher totals included:|Near Angus in Barron County - 8.5 inches of snow.|Both Ladysmith and Rice Lake - 8 inches of snow.","Total snowfall amounts across Barron County averaged around 8 inches by sunrise Saturday morning, March 31st.",2018,"Episode context: A quick moving winter storm brought heavy snowfall across portions of central and east central Minnesota, and into west central Wisconsin from late Friday evening, March 30th, to around sunrise, Saturday, March 31st. ||Snow began to develop across western Minnesota during the evening of March 30th, and quickly intensified from west of the Twin Cities, then through the Twin Cities, and northeast across west central Wisconsin. Several rounds of 1 inch per hour rates were noted in west central Wisconsin between midnight and 6 am. Areas from Osceola to Rice Lake to Ladysmith received 6 to 8 inches of snow before tapering off quickly after sunrise. ||Some of the higher totals included:|Near Angus in Barron County - 8.5 inches of snow.|Both Ladysmith and Rice Lake - 8 inches of snow. Event report: Total snowfall amounts across Barron County averaged around 8 inches by sunrise Saturday morning, March 31st.",episode_123129,7
144151,865354,Drought,Severe drought conditions continued over portions of the Coastal Bend and Brush Country through the first part of the month. Conditions improved for most of south Texas after beneficial rainfall between the 7th and the 12th.,Severe drought persisted across the extreme southern part of the county through the month.,2019,Episode context: Severe drought conditions continued over portions of the Coastal Bend and Brush Country through the first part of the month. Conditions improved for most of south Texas after beneficial rainfall between the 7th and the 12th. Event report: Severe drought persisted across the extreme southern part of the county through the month.,episode_144151,0
169586,1030960,Hail,"Scattered strong to severe thunderstorms developed near an outflow boundary across northeastern Oklahoma during the early morning hours of the 15th. The strongest thunderstorms produced large hail up to ping pong ball size. Additional strong to severe thunderstorms developed during the afternoon and evening hours, along a southward-moving outflow boundary from earlier thunderstorms that moved through southwestern Missouri and northwestern Arkansas. The atmosphere along and south of this outflow boundary in eastern Oklahoma had become very unstable by the afternoon, and combined with strong deep layer wind shear across the area, an environment supportive of supercells was in place as the storms developed. Several supercells moved across the region, producing large hail up to softball size.",Half dollar size hail damaged homes and vehicles.,2022,"Episode context: Scattered strong to severe thunderstorms developed near an outflow boundary across northeastern Oklahoma during the early morning hours of the 15th. The strongest thunderstorms produced large hail up to ping pong ball size. Additional strong to severe thunderstorms developed during the afternoon and evening hours, along a southward-moving outflow boundary from earlier thunderstorms that moved through southwestern Missouri and northwestern Arkansas. The atmosphere along and south of this outflow boundary in eastern Oklahoma had become very unstable by the afternoon, and combined with strong deep layer wind shear across the area, an environment supportive of supercells was in place as the storms developed. Several supercells moved across the region, producing large hail up to softball size. Event report: Half dollar size hail damaged homes and vehicles.",episode_169586,3
194067,1199326,Wildfire,"The Red Wildfire was discovered on July 17th at 1130 AM PST. The fire started 16 miles west-northwest to 18 miles west of Crescent, in Klamath County, Oregon. The fire was caused by lightning. As of 530 AM PST on 08/01, it had burned 428 acres, was 0% contained, no structures had been destroyed, and it had cost $ 4.8M.","The Red Wildfire was discovered on July 17th at 1130 AM PST. The fire started 16 miles west-northwest to 18 miles west of Crescent, in Klamath County, Oregon. The fire was caused by lightning. As of 530 AM PST on 08/01, it had burned 428 acres, was 0% contained, no structures had been destroyed, and it had cost $ 4.8M.",2024,"Episode context: The Red Wildfire was discovered on July 17th at 1130 AM PST. The fire started 16 miles west-northwest to 18 miles west of Crescent, in Klamath County, Oregon. The fire was caused by lightning. As of 530 AM PST on 08/01, it had burned 428 acres, was 0% contained, no structures had been destroyed, and it had cost $ 4.8M. Event report: The Red Wildfire was discovered on July 17th at 1130 AM PST. The fire started 16 miles west-northwest to 18 miles west of Crescent, in Klamath County, Oregon. The fire was caused by lightning. As of 530 AM PST on 08/01, it had burned 428 acres, was 0% contained, no structures had been destroyed, and it had cost $ 4.8M.",episode_194067,6
137231,835482,Hail,Thunderstorms developed along a cold front that moved through the region. These storms formed in an unstable airmass with high CAPE and steep mid-level lapse rates leading to large hail and widespread damaging wind gusts many of which were estimated to be over 70 mph.,A thunderstorm produced 1.5 inch hail in Hondo.,2019,Episode context: Thunderstorms developed along a cold front that moved through the region. These storms formed in an unstable airmass with high CAPE and steep mid-level lapse rates leading to large hail and widespread damaging wind gusts many of which were estimated to be over 70 mph. Event report: A thunderstorm produced 1.5 inch hail in Hondo.,episode_137231,3
197091,1219453,Drought,"Severe (D2) drought conditions began across southeastern Pennsylvania in early November 2024, including portions of Lancaster, Lebanon, Schuylkill, Columbia, and Northumberland counties. Dry conditions persisting throughout the end of the month allowed for severe drought conditions to continue through the end of November 2024.",D2 (severe) drought conditions began across Schuylkill County in early November 2024 before continuing dry conditions allowed further expansion to include most of the county by the end of November 2024.,2024,"Episode context: Severe (D2) drought conditions began across southeastern Pennsylvania in early November 2024, including portions of Lancaster, Lebanon, Schuylkill, Columbia, and Northumberland counties. Dry conditions persisting throughout the end of the month allowed for severe drought conditions to continue through the end of November 2024. Event report: D2 (severe) drought conditions began across Schuylkill County in early November 2024 before continuing dry conditions allowed further expansion to include most of the county by the end of November 2024.",episode_197091,0
190921,1175303,Winter Storm,"Low pressure tracked trough the Mid Mississippi Valley on the 2nd to the southern tip of Lake Michigan, bringing a swath of heavy snow to parts of the Upper Midwest. High pressure building to the north of the storm forced it to stall and loop near Lake Michigan as the system became occluded. Early on the 3rd a strong cold air wedge was developing east of the Appalachians, and near this triple point a secondary low pressure center began to deepen. By the evening of the 3rd this was the dominant low center, and precipitation spread over New England as it tracked through Chesapeake Bay. The storm deepened further and occluded south of New England. Despite the calendar date, temperatures dropped into the low to mid 30s for most of northern New England, and a heavy, wet snow fell through the 4th. Low pressure meandered through the Gulf of Maine into the 5th, but the majority of the accumulating snowfall ended by the evening of the 4th.  The storm ended up bringing a prolonged period of heavy snow that caused major power outages with thousands and thousands of downed trees along with countless snapped branches.","Snow overspread the area during the evening of the 3rd, heavy at times overnight into the morning of the 4th. The western Maine Mountains were far enough west to be well into the colder portions of the storm, and despite the late season winter event, temperatures remained at or below freezing. Only isolated power outages occurred due to snowfall amounts, especially near the Mahoosuc Mountains. Snowfall totals ranged from 8 to 12 inches. Key Impacts: Heavy snow, isolated power outages (23K), transportation delays.",2024,"Episode context: Low pressure tracked trough the Mid Mississippi Valley on the 2nd to the southern tip of Lake Michigan, bringing a swath of heavy snow to parts of the Upper Midwest. High pressure building to the north of the storm forced it to stall and loop near Lake Michigan as the system became occluded. Early on the 3rd a strong cold air wedge was developing east of the Appalachians, and near this triple point a secondary low pressure center began to deepen. By the evening of the 3rd this was the dominant low center, and precipitation spread over New England as it tracked through Chesapeake Bay. The storm deepened further and occluded south of New England. Despite the calendar date, temperatures dropped into the low to mid 30s for most of northern New England, and a heavy, wet snow fell through the 4th. Low pressure meandered through the Gulf of Maine into the 5th, but the majority of the accumulating snowfall ended by the evening of the 4th. The storm ended up bringing a prolonged period of heavy snow that caused major power outages with thousands and thousands of downed trees along with countless snapped branches. Event report: Snow overspread the area during the evening of the 3rd, heavy at times overnight into the morning of the 4th. The western Maine Mountains were far enough west to be well into the colder portions of the storm, and despite the late season winter event, temperatures remained at or below freezing. Only isolated power outages occurred due to snowfall amounts, especially near the Mahoosuc Mountains. Snowfall totals ranged from 8 to 12 inches. Key Impacts: Heavy snow, isolated power outages (23K), transportation delays.",episode_190921,7
126060,770872,Thunderstorm Wind,"Numerous thunderstorms associated with a Mesoscale Convective Vortex (MCV) west of the area shifted into Southeast South Carolina, eventually encountering an environment with dry mid-level air and resulting in damaging wind gusts over the region.",The Allendale 911 Call Center reported a tree down near the intersection of Conferderate Highway and Jenny's Road.,2018,"Episode context: Numerous thunderstorms associated with a Mesoscale Convective Vortex (MCV) west of the area shifted into Southeast South Carolina, eventually encountering an environment with dry mid-level air and resulting in damaging wind gusts over the region. Event report: The Allendale 911 Call Center reported a tree down near the intersection of Conferderate Highway and Jenny's Road.",episode_126060,4
189588,1165717,Hail,"An upper-level disturbance was moved across Colorado along with a backdoor front draped across northeast NM. Higher moisture and upslope flow were in place north and east of the front. Daytime heating in the afternoon, along with lift from upper-level disturbance and backdoor front allowed storms to develop in far northeast New Mexico moving to the northeast with time. Two storms produced quarter size diameter hail in Grenville and Clayton. Storms exited east into the Texas and Oklahoma panhandles during the evening hours.",A trained spotter reported quarter sized hail in Grenville from a severe thunderstorm.,2024,"Episode context: An upper-level disturbance was moved across Colorado along with a backdoor front draped across northeast NM. Higher moisture and upslope flow were in place north and east of the front. Daytime heating in the afternoon, along with lift from upper-level disturbance and backdoor front allowed storms to develop in far northeast New Mexico moving to the northeast with time. Two storms produced quarter size diameter hail in Grenville and Clayton. Storms exited east into the Texas and Oklahoma panhandles during the evening hours. Event report: A trained spotter reported quarter sized hail in Grenville from a severe thunderstorm.",episode_189588,3
123088,738060,Winter Storm,A potent closed upper level low tracked across the region as a powerful cold front moved through the Mid-South. A large area of heavy winter precipitation developed across the Mid-South. Snow and sleet amounts ranged from 1 to 2 inches across southern West Tennessee to as much as 8 inches across parts of Northwest Tennessee.,One to three inches of snow and sleet.,2018,Episode context: A potent closed upper level low tracked across the region as a powerful cold front moved through the Mid-South. A large area of heavy winter precipitation developed across the Mid-South. Snow and sleet amounts ranged from 1 to 2 inches across southern West Tennessee to as much as 8 inches across parts of Northwest Tennessee. Event report: One to three inches of snow and sleet.,episode_123088,7
126196,759218,Flash Flood,A large cluster of strong to severe thunderstorms organized over southeast Illinois and then moved southeast across the lower Wabash Valley to the White River. The storms encountered increased southeasterly winds along a warm front draped from east central Illinois southward into far southwest IN. The enhanced inflow of very moist air into the storms aided heavy rain and flooding potential.,Several roads around the county were closed or impassable due to flash flooding.,2018,Episode context: A large cluster of strong to severe thunderstorms organized over southeast Illinois and then moved southeast across the lower Wabash Valley to the White River. The storms encountered increased southeasterly winds along a warm front draped from east central Illinois southward into far southwest IN. The enhanced inflow of very moist air into the storms aided heavy rain and flooding potential. Event report: Several roads around the county were closed or impassable due to flash flooding.,episode_126196,1
157887,955791,Thunderstorm Wind,"A cold front and associated weak area of surface low pressure approached the mid-Atlantic on June 14. A seasonably warm air mass was present ahead of the front, allowing a moderate amount of instability to build over the mid-Atlantic. Moderate to strong wind shear was also present thanks to the presence of a robust upper level disturbance approaching the region. This disturbance, along with the front, provided sufficient forcing for scattered to widespread convection to develop in the interior mid-Atlantic and propagate towards the coast. Some storms became strong to severe in the rather favorable convective environment, posing a primary risk of damaging winds along with some hail. Convection also continued well into the overnight over portions of the area thanks to the good shear and forcing, with convection eventually moving offshore in the pre-dawn hours of the 15th.",Trees and wires were downed near Stony Brook Rd. Time estimated from radar.,2021,"Episode context: A cold front and associated weak area of surface low pressure approached the mid-Atlantic on June 14. A seasonably warm air mass was present ahead of the front, allowing a moderate amount of instability to build over the mid-Atlantic. Moderate to strong wind shear was also present thanks to the presence of a robust upper level disturbance approaching the region. This disturbance, along with the front, provided sufficient forcing for scattered to widespread convection to develop in the interior mid-Atlantic and propagate towards the coast. Some storms became strong to severe in the rather favorable convective environment, posing a primary risk of damaging winds along with some hail. Convection also continued well into the overnight over portions of the area thanks to the good shear and forcing, with convection eventually moving offshore in the pre-dawn hours of the 15th. Event report: Trees and wires were downed near Stony Brook Rd. Time estimated from radar.",episode_157887,4
133651,799809,Winter Storm,"A large upper level low pressure area developed across Kansas and lifted into Iowa by December 2. The leading edge of the system produced some light ice accumulations from southeast South Dakota into northwest Iowa on early Saturday morning. Heavy snow and wind developed during Saturday and Saturday evening, but a weak downslope impact reduced snow amounts closer to Interstate 29 in eastern South Dakota.","After a brief period of freezing rain which produced a glaze of light icing during the early morning of December 1, heavy snow occurred for numerous hours. Accumulations over less than a 24-hour period totaled 8.0 inches at Emerson. Winds gusted to 30 to 40 mph and combined with snowfall to produce several hours of visibility of a half mile or less along with treacherous travel.",2018,"Episode context: A large upper level low pressure area developed across Kansas and lifted into Iowa by December 2. The leading edge of the system produced some light ice accumulations from southeast South Dakota into northwest Iowa on early Saturday morning. Heavy snow and wind developed during Saturday and Saturday evening, but a weak downslope impact reduced snow amounts closer to Interstate 29 in eastern South Dakota. Event report: After a brief period of freezing rain which produced a glaze of light icing during the early morning of December 1, heavy snow occurred for numerous hours. Accumulations over less than a 24-hour period totaled 8.0 inches at Emerson. Winds gusted to 30 to 40 mph and combined with snowfall to produce several hours of visibility of a half mile or less along with treacherous travel.",episode_133651,7
125487,752607,Flood,Heavy rainfall brought flooding to area rivers in early April.,Heavy rain brought flooding to the White River at Clarendon.,2018,Episode context: Heavy rainfall brought flooding to area rivers in early April. Event report: Heavy rain brought flooding to the White River at Clarendon.,episode_125487,2
192256,1192456,Flash Flood,"A line of severe thunderstorms produced significant wind damage, heavy rain, hail, and a tornado as it crossed from Northeast Louisiana into Mississippi during the evening of April 9th. Subsequent heavy rain and storms continued into the daytime of April 10th.",Fast moving water covered a portion of US Highway 51 near Duck Hill.,2024,"Episode context: A line of severe thunderstorms produced significant wind damage, heavy rain, hail, and a tornado as it crossed from Northeast Louisiana into Mississippi during the evening of April 9th. Subsequent heavy rain and storms continued into the daytime of April 10th. Event report: Fast moving water covered a portion of US Highway 51 near Duck Hill.",episode_192256,1
185640,1139519,Drought,"With an abnormally dry fall for Middle Tennessee, drought conditions quickly worsened throughout the area. At the beginning of the month of October, only abnormally dry conditions were observed across portions of Middle Tennessee. However, by the end of the month, about 70 percent of the area was in at least a severe drought with about 42 percent of that area in the extreme drought category. Areas across the northwest were still only in the abnormally dry category due in part to this area receiving about 1.5 to 3 inches of rain during the month. With this abnormally dry fall, Nashville's rainfall deficit for the year continued to worsen at 7.71 inches below normal for the year.",Drought conditions across Smith County quickly deteriorated through the month of October with moderate to severe drought conditions observed across the entire county by the end of the month.,2023,"Episode context: With an abnormally dry fall for Middle Tennessee, drought conditions quickly worsened throughout the area. At the beginning of the month of October, only abnormally dry conditions were observed across portions of Middle Tennessee. However, by the end of the month, about 70 percent of the area was in at least a severe drought with about 42 percent of that area in the extreme drought category. Areas across the northwest were still only in the abnormally dry category due in part to this area receiving about 1.5 to 3 inches of rain during the month. With this abnormally dry fall, Nashville's rainfall deficit for the year continued to worsen at 7.71 inches below normal for the year. Event report: Drought conditions across Smith County quickly deteriorated through the month of October with moderate to severe drought conditions observed across the entire county by the end of the month.",episode_185640,0
137401,825083,Flash Flood,"Increasingly humid conditions, a weak low pressure system, and an impinging northern weak cold front combined to create an environment ripe for strong to severe storms across northern and central Iowa, with much of the severe activity through central Iowa. ||The resulting environment from the aforementioned ingredients included SBCAPE values in the 2000-3000+ J/kg range, marginal effective bulk shear around 30 kts, 400-600 J/kg CAPE in the hail growth region, and at least a few hours with steep low level lapse rates around or greater than 8 deg C/km. All in all while the environment did not lend much support to long lived strong to severe storms, it was more than enough for brief periods of severe storms as many pulsed up and down prior to congealing into multi-cellular clusters and eventually an mesoscale convective system by the evening. Most reports revolved around severe and damaging winds, with a few instances of hail, heavy rainfall, and a land-spout reported north of Whitten in Hardin county.",Emergency manager reported 4 plus inches of rain and flash flooding including basements filling due to an already high water table.,2019,"Episode context: Increasingly humid conditions, a weak low pressure system, and an impinging northern weak cold front combined to create an environment ripe for strong to severe storms across northern and central Iowa, with much of the severe activity through central Iowa. ||The resulting environment from the aforementioned ingredients included SBCAPE values in the 2000-3000+ J/kg range, marginal effective bulk shear around 30 kts, 400-600 J/kg CAPE in the hail growth region, and at least a few hours with steep low level lapse rates around or greater than 8 deg C/km. All in all while the environment did not lend much support to long lived strong to severe storms, it was more than enough for brief periods of severe storms as many pulsed up and down prior to congealing into multi-cellular clusters and eventually an mesoscale convective system by the evening. Most reports revolved around severe and damaging winds, with a few instances of hail, heavy rainfall, and a land-spout reported north of Whitten in Hardin county. Event report: Emergency manager reported 4 plus inches of rain and flash flooding including basements filling due to an already high water table.",episode_137401,1
126207,756520,Hail,"A narrow axis of enhanced instability developed ahead of an approaching cold front. The instability then expanded eastward, with deep layer shear increasing. Widespread severe weather developed over western and portions of central North Dakota, with multiple reports of damage. Extensive damage occurred in the city of Hettinger, where many homes and a car dealership with around 50 cars suffered losses. The largest hail was baseball size, and fell over Adams County, while the strongest wind gust of 75 mph occurred in Morton County. There was also an EF0 tornado near Glen Ullin, Morton County.","Siding was damaged and windows were broken on a home. Roofs were damaged, along with vehicles.",2018,"Episode context: A narrow axis of enhanced instability developed ahead of an approaching cold front. The instability then expanded eastward, with deep layer shear increasing. Widespread severe weather developed over western and portions of central North Dakota, with multiple reports of damage. Extensive damage occurred in the city of Hettinger, where many homes and a car dealership with around 50 cars suffered losses. The largest hail was baseball size, and fell over Adams County, while the strongest wind gust of 75 mph occurred in Morton County. There was also an EF0 tornado near Glen Ullin, Morton County. Event report: Siding was damaged and windows were broken on a home. Roofs were damaged, along with vehicles.",episode_126207,3
168329,1019109,Thunderstorm Wind,Scattered thunderstorms developed during the afternoon hours ahead of a cold front moving through the Ohio Valley.,A large tree was downed across State Route 229 and Huntsville Road.,2022,Episode context: Scattered thunderstorms developed during the afternoon hours ahead of a cold front moving through the Ohio Valley. Event report: A large tree was downed across State Route 229 and Huntsville Road.,episode_168329,4
149384,900358,Hail,"An unseasonably strong upper-level trough interacted with a modestly unstable environment over the Middle Atlantic to produce several supercell thunderstorms which transitioned into small bowing line segments across far eastern West Virginia, central Maryland and northern Virginia. The storms produce substantial and relatively widespread wind damage and some hail along their path, though the storms themselves were isolated to widely scattered in nature.",Quarter size hail was reported in Ironsides.,2020,"Episode context: An unseasonably strong upper-level trough interacted with a modestly unstable environment over the Middle Atlantic to produce several supercell thunderstorms which transitioned into small bowing line segments across far eastern West Virginia, central Maryland and northern Virginia. The storms produce substantial and relatively widespread wind damage and some hail along their path, though the storms themselves were isolated to widely scattered in nature. Event report: Quarter size hail was reported in Ironsides.",episode_149384,3
155207,935891,Wildfire,"With the help of cooler and wetter weather, fire suppression activities continued through December.",The Beachie Creek wildfire was declared under control on December 2nd.,2020,"Episode context: With the help of cooler and wetter weather, fire suppression activities continued through December. Event report: The Beachie Creek wildfire was declared under control on December 2nd.",episode_155207,6
125661,753659,Thunderstorm Wind,Thunderstorms developed during the afternoon hours. A few of them became severe producing damaging wind gusts and some hail dime to nickel size.,"Large limbs were blown down in various yards along Highway 17, south of the Onslow and Jones County line. The time was estimated based on radar.",2018,"Episode context: Thunderstorms developed during the afternoon hours. A few of them became severe producing damaging wind gusts and some hail dime to nickel size. Event report: Large limbs were blown down in various yards along Highway 17, south of the Onslow and Jones County line. The time was estimated based on radar.",episode_125661,4
